성취기준,수준,성취수준
[2수03-09],A,1분 1시간 1일 사이의 관계와 1일 1주일 1개월 1년 사이의 관계를 말하고 이를 실생활 상황에 적용할 수 있다.
[2수03-09],B,1시간은 60분 1일은 24시간임을 이용하여 1분 1시간 1일 사이의 관계를 말하고 달력을 이용하여 1일 1주일 1개월 1년 사이의 관계를 말할 수 있다.
[2수03-09],C,1시간은 60분 1일은 24시간 1주일은 7일 1년은 12개월임을 말할 수 있다.
[2수03-10],A,임의 단위와 표준 단위를 비교하여 표준 단위의 필요성을 말하고 1cm 또는 1m의 단위로 여러 가지 물건의 길이를 측정하여 비교할 수 있다.
[2수03-10],B,표준 단위의 필요성을 알고 1cm 또는 1m의 단위로 여러 가지 물건의 길이를 측정할 수 있다.
[2수03-10],C,안내된 절차에 따라 1cm 또는 1m의 단위로 주어진 사물의 길이를 측정할 수 있다.
[2수03-11],A,1m와 1cm의 관계를 이용하여 실생활 상황에서 여러 가지 길이를 '몇 m 몇 cm'와 '몇 cm'로 표현할 수 있다.
[2수03-11],B,1m와 1cm의 관계를 이용하여 '몇 m 몇 cm'를 '몇 cm'로 '몇 cm'를 '몇 m 몇cm'로 나타낼 수 있다.
[2수03-11],C,1m가 100cm임을 알고 안내된 절차에 따라 '몇 m'를 '몇 cm'로 '몇 cm'를 '몇 m'로 나타낼 수 있다.
[2수03-12],A,길이에 대한 양감을 이용하여 물건의 길이를 여러 가지 방법으로 어림하고 어림한 방법을 말할 수 있다.
[2수03-12],B,길이에 대한 양감을 바탕으로 주어진 물건의 길이를 어림하고 어림한 길이를 자로 잰 길이와 비교할 수 있다.
[2수03-12],C,안내된 절차에 따라 1cm 또는 1m와 비교하여 물건의 길이를 어림할 수 있다.
[2수03-13],A,실생활 문제 상황을 길이의 덧셈과 뺄셈으로 나타내어 계산하고 그 과정을 말할 수 있다.
[2수03-13],B,실생활 문제 상황을 길이의 덧셈과 뺄셈으로 나타내고 그 계산을 할 수 있다.
[2수03-13],C,안내된 절차에 따라 간단한 길이의 덧셈과 뺄셈을 할 수 있다.
