성취기준,수준,성취수준
[9수02-04],E,"간단한 일차방정식을 풀 수 있고, 문제의 뜻에 맞는 간단한 일차방정식을 세울 수 있다."
[9수02-05],A,"순서쌍과 좌표를 이해하여 수직선과 좌표평면 위의 점을 좌표로 나타내거나 주어진 좌표를 점으로 나타낼 수 있고, 실생활에서 좌표가 사용되는 예를 찾아 이를 수직선이나 좌표평면 위에 표현하며 그 편리함을 인식한다."
[9수02-05],B,"순서쌍과 좌표를 이해하여 수직선과 좌표평면 위의 점을 좌표로 나타내거나 주어진 좌표를 점으로 나타낼 수 있고, 실생활에서 좌표가 사용되는 예를 찾아 이를 수직선이나 좌표평면 위에 표현하며 그 편리함을 인식한다."
[9수02-05],C,"순서쌍과 좌표를 이해하여 수직선과 좌표평면 위의 점을 좌표로 나타내거나 주어진 좌표를 점으로 나타낼 수 있고, 실생활에서 좌표가 사용되는 예를 찾아보며 그 편리함을 인식한다."
[9수02-05],D,"순서쌍과 좌표를 이해하여 수직선과 좌표평면 위의 점을 좌표로 나타내거나 주어진 좌표를 점으로 나타낼 수 있고, 실생활에서 좌표가 사용되는 예를 찾아보며 그 편리함을 인식한다."
[9수02-05],E,수직선과 좌표평면 위의 점의 좌표를 말할 수 있다.
[9수02-06],A,"다양한 상황을 그래프로 나타내어 변화 상태를 파악할 수 있고, 주어진 그래프를 해석하여 그 그래프가 나타내는 상황을 설명할 수 있으며 그래프의 유용성을 인식한다."
[9수02-06],B,"다양한 상황을 그래프로 나타내고, 주어진 그래프를 해석하여 그 그래프가 나타내는 상황을 설명할 수 있으며 그래프의 유용성을 인식한다."
[9수02-06],C,"다양한 상황을 그래프로 나타내고, 주어진 그래프를 해석하며 그래프의 유용성을 인식한다."
[9수02-06],D,"간단한 상황을 그래프로 나타내고, 주어진 간단한 그래프를 해석하며 그래프의 유용성을 인식한다."
[9수02-06],E,주어진 간단한 그래프를 해석할 수 있다.
[9수02-07],A,"정비례, 반비례 관계를 이해하고, 실생활에서 정비례와 반비례 관계가 있는 예를 찾아서 그 관계를 표, 식, 그래프로 나타낼 수 있다."
[9수02-07],B,"정비례, 반비례 관계를 이해하고, 주어진 실생활 예를 표, 식, 그래프로 나타내어 정비례와 반비례 관계를 판단할 수 있다."
[9수02-07],C,"속력과 거리, 속력과 시간과 같은 실생활 예를 통해 정비례, 반비례 관계를 이해하고, 그 관계를 표, 식, 그래프로 나타낼 수 있다."
[9수02-07],D,"속력과 거리, 속력과 시간과 같은 실생활 예를 통해 정비례, 반비례 관계를 직관적으로 이해하고, 그 관계를 표나 그래프, 또는 식으로 나타낼 수 있다."
[9수02-07],E,주어진 식 또는 그래프에서 정비례 또는 반비례 관계를 나타내는 것을 찾을 수 있다.
[9수02-08],A,"지수법칙을 이해하고, 이를 이용하여 거듭제곱으로 나타낸 단항식의 곱셈과 나눗셈을 하고 그 과정을 설명할 수 있다."
[9수02-08],B,"지수법칙을 이해하고, 이를 이용하여 거듭제곱으로 나타낸 단항식의 곱셈과 나눗셈을 하고 그 과정을 설명할 수 있다."
[9수02-08],C,"지수법칙을 이해하고, 이를 이용하여 거듭제곱의 밑이 같은 간단한 식의 곱셈과 나눗셈을 할 수 있다."
[9수02-08],D,"지수법칙을 이해하고, 이를 이용하여 거듭제곱의 밑이 같은 간단한 식의 곱셈과 나눗셈을 할 수 있다."
[9수02-08],E,지수법칙을 이용하여 거듭제곱의 밑이 같은 수의 곱셈과 나눗셈을 할 수 있다.
[9수02-09],A,"다항식의 덧셈과 뺄셈의 원리를 이해하고 설명할 수 있으며, 그 계산을 하며 과정을 설명할 수 있다."
[9수02-09],B,"다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 하며 과정을 설명할 수 있다."
[9수02-09],C,"다항식의 덧셈과 뺄셈의 원리를 알고, 그 계산을 할 수 있다."
[9수02-09],D,"다항식의 덧셈과 뺄셈의 원리를 알고, 간단한 계산을 할 수 있다."
[9수02-09],E,간단한 다항식의 덧셈과 뺄셈을 할 수 있다.
[9수02-10],A,"'(단항식)×(다항식)', '(다항식)÷(단항식)'과 같은 곱셈과 나눗셈의 원리를 이해하고 설명할 수 있으며, 그 계산을 하며 과정을 설명할 수 있다."
[9수02-10],B,"'(단항식)×(다항식)', '(다항식)÷(단항식)'과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 하며 과정을 설명할 수 있다."
[9수02-10],C,"'(단항식)×(다항식)', '(다항식)÷(단항식)'과 같은 곱셈과 나눗셈의 원리를 알고, 그 계산을 할 수 있다."
[9수02-10],D,"'(단항식)×(다항식)', '(다항식)÷(단항식)'과 같은 곱셈과 나눗셈의 원리를 알고, 간단한 계산을 할 수 있다."
[9수02-10],E,"간단한 '(단항식)×(다항식), '(다항식)÷(단항식)'과 같은 곱셈과 나눗셈을 할 수 있다."
[9수02-11],A,"부등식과 그 해의 뜻을 설명할 수 있으며, 부등식의 성질을 등식의 성질과 비교하여 설명할 수 있다."
[9수02-11],B,"부등식과 그 해의 뜻을 알고, 부등식의 성질을 이해하여 설명할 수 있다."
[9수02-11],C,"부등식과 그 해의 뜻을 알고, 부등식의 성질을 말할 수 있다."
[9수02-11],D,"부등식과 그 해의 뜻을 알고, 구체적인 상황에서 부등식의 양변에 같은 수를 더하거나 뺄 때와 양변에 같은 양수를 곱하거나 나눌 때 부등식의 성질을 안다."
[9수02-11],E,"부등식을 알고 주어진 수가 부등식의 해인지 아닌지를 판단할 수 있으며, 구체적인 상황에서 부등식의 양변에 같은 수를 더하거나 뺄 때 부등식의 성질을 안다."
[9수02-12],A,"일차부등식을 풀고 그 과정을 설명할 수 있으며, 이를 활용하여 다양한 문제를 해결할 수 있다."
[9수02-12],B,"일차부등식을 풀 수 있고, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-12],C,"일차부등식을 풀 수 있고, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-12],D,"간단한 일차부등식을 풀 수 있고, 문제의 뜻에 맞는 간단한 일차부등식을 세울 수 있다."
[9수02-12],E,"간단한 일차부등식을 풀 수 있고, 문제의 뜻에 맞는 간단한 일차부등식을 세울 수 있다."
[9수02-13],A,"미지수가 2개인 연립일차방정식을 여러 가지 방법으로 풀고 그 과정을 설명할 수 있으며, 이를 활용하여 다양한 문제를 해결할 수 있다."
[9수02-13],B,"미지수가 2개인 연립일차방정식을 풀 수 있고, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-13],C,"미지수가 2개인 연립일차방정식을 풀 수 있고, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-13],D,"미지수가 2개인 간단한 연립일차방정식을 풀 수 있고, 문제의 뜻에 맞는 간단한 연립일차방정식을 세울 수 있다."
[9수02-13],E,"미지수가 2개인 간단한 연립일차방정식을 풀 수 있고, 문제의 뜻에 맞는 간단한 연립일차방정식을 세울 수 있다."
[9수02-14],A,"함수의 개념을 이해하고, 다양한 상황에서 두 양 사이의 관계가 함수인지 판단하고 그 이유를 설명할 수 있으며, 함숫값을 구할 수 있다."
[9수02-14],B,"함수의 개념을 이해하고, 다양한 상황에서 두 양 사이의 관계가 함수인지 판단할 수 있으며, 함숫값을 구할 수 있다."
[9수02-14],C,"함수의 개념을 이해하고, 표나 식으로 나타낸 두 양 사이의 관계가 함수인지 판단할 수 있으며, 함숫값을 구할 수 있다."
[9수02-14],D,"표나 식으로 나타낸 두 양 사이의 관계가 함수인지 판단하고 함숫값을 구할 수 있다."
[9수02-14],E,안내된 절차에 따라 두 양 사이의 관계가 함수인지 판단하고 함숫값을 구할 수 있다.
[9수02-15],A,"일차함수의 개념을 이해하고 주어진 상황을 식으로 나타내어 일차함수인지 판단하고 그 이유를 설명할 수 있으며, 일차함수의 기울기, x절편, y절편, 평행이동 등을 이용하여 그래프를 그릴 수 있다."
[9수02-15],B,"일차함수의 개념을 이해하고 주어진 상황을 식으로 나타내어 일차함수인지 판단할 수 있으며, 일차함수의 기울기, x절편, y절편, 평행이동 등을 이용하여 그래프를 그릴 수 있다."
[9수02-15],C,"일차함수의 개념을 이해하고 주어진 함수 중에서 일차함수를 찾을 수 있으며, 일차함수 y=ax의 그래프를 이용하여 일차함수 y=ax+b의 그래프를 그릴 수 있다."
[9수02-15],D,"주어진 함수 중에서 일차함수를 찾을 수 있으며, 주어진 표를 이용하여 일차함수의 그래프를 그릴 수 있다."
[9수02-15],E,"주어진 함수 중에서 일차함수를 찾을 수 있고, 안내된 절차에 따라 일차함수의 그래프를 그릴 수 있다."
[9수02-16],A,"일차함수의 그래프의 성질을 설명할 수 있고, 이를 활용하여 다양한 문제를 해결할 수 있다."
[9수02-16],B,"일차함수의 그래프의 성질을 이해하고, 일차함수의 그래프의 식을 구할 수 있다."
[9수02-16],C,"일차함수의 그래프의 성질을 이해하고, 일차함수의 그래프의 식을 구할 수 있다."
[9수02-16],D,주어진 일차함수의 그래프에서 기울기의 부호를 판단할 수 있다.
[9수02-16],E,주어진 일차함수의 그래프에서 기울기의 부호를 판단할 수 있다.
[9수02-17],A,"미지수가 2개인 일차방정식의 해를 일차함수의 그래프로 나타내고, 이를 통해 미지수가 2개인 일차방정식과 일차함수 사이의 관계를 설명할 수 있다."
[9수02-17],B,미지수가 2개인 일차방정식의 해를 일차함수의 그래프로 나타낼 수 있다.
[9수02-17],C,미지수가 2개인 일차방정식의 해를 일차함수의 그래프로 나타낼 수 있다.
[9수02-17],D,미지수가 2개인 일차방정식을 일차함수의 식으로 나타낼 수 있다.
[9수02-17],E,미지수가 2개인 일차방정식을 일차함수의 식으로 나타낼 수 있다.
[9수02-18],A,두 일차함수의 그래프의 교점의 개수를 고려하여 두 일차함수의 그래프의 교점과 연립일차방정식의 해 사이의 관계를 설명할 수 있다.
[9수02-18],B,"두 일차함수의 그래프의 교점이 한 개인 경우, 두 일차함수의 그래프의 교점과 연립일차방정식의 해 사이의 관계를 설명할 수 있다."
[9수02-18],C,"두 일차함수의 그래프의 교점이 한 개인 경우, 두 일차함수의 그래프의 교점과 연립일차방정식의 해 사이의 관계를 설명할 수 있다."
[9수02-18],D,"두 일차함수의 그래프의 교점이 한 개이고 교점의 좌표가 주어졌을 때, 연립일차방정식의 해를 말할 수 있다."
[9수02-18],E,"두 일차함수의 그래프의 교점이 한 개이고 교점의 좌표가 주어졌을 때, 연립일차방정식의 해를 말할 수 있다."
[9수02-19],A,"다항식의 곱셈과 다항식의 인수분해의 역관계를 이해하고, 다항식의 곱셈과 인수분해를 하고 그 과정을 설명할 수 있다."
[9수02-19],B,"다항식의 곱셈과 다항식의 인수분해의 역관계를 이해하고, 다항식의 곱셈과 인수분해를 하고 그 과정을 설명할 수 있다."
[9수02-19],C,"두 다항식의 곱을 전개하고, 이차식을 인수분해 할 수 있다."
[9수02-19],D,"두 다항식의 곱을 전개하고, 이차식을 인수분해 할 수 있다."
[9수02-19],E,안내된 절차에 따라 간단한 다항식의 곱셈과 인수분해를 할 수 있다.
[9수02-20],A,"이차방정식을 풀고 그 과정을 설명할 수 있으며, 이를 활용하여 다양한 문제를 해결할 수 있다."
[9수02-20],B,"이차방정식을 풀고 그 과정을 설명할 수 있으며, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-20],C,"이차방정식을 풀 수 있고, 이를 활용하여 간단한 문제를 해결할 수 있다."
[9수02-20],D,"이차항의 계수가 1인 이차방정식을 풀 수 있고, 문제의 뜻에 맞는 이차방정식을 세울 수 있다."
[9수02-20],E,안내된 절차에 따라 이차항의 계수가 1인 이차방정식을 풀 수 있다.
[9수02-21],A,이차함수의 개념을 이해하고 다양한 상황을 식으로 나타내어 이차함수인지 판단하고 그 이유를 설명할 수 있다.
[9수02-21],B,이차함수의 개념을 이해하고 주어진 상황을 식으로 나타내어 이차함수인지 판단할 수 있다.
[9수02-21],C,이차함수의 개념을 이해하고 주어진 상황을 식으로 나타내어 이차함수인지 판단할 수 있다.
[9수02-21],D,주어진 함수 중에서 이차함수를 찾을 수 있다.
[9수02-21],E,주어진 함수 중에서 이차함수를 찾을 수 있다.
[9수02-22],A,이차함수 y=ax²+bx+c의 그래프를 그리고 그 성질을 설명할 수 있다.
[9수02-22],B,이차함수 y=a(x-p)²+q의 그래프를 그리고 그 성질을 설명할 수 있다.
[9수02-22],C,이차함수 y=a(x-p)² 또는 이차함수 y=ax²+q의 그래프를 그리고 그 성질을 말할 수 있다.
[9수02-22],D,이차함수 y=ax²의 그래프를 그리고 그 성질을 말할 수 있다.
[9수02-22],E,주어진 표를 이용하여 이차함수 y=ax²의 그래프를 그릴 수 있다.
